a,b,c,d,e,f,g,h
Sep-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60615285,CT
Apr-15,Current,60 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42404893,OR
Apr-15,Current,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46567506,NY
May-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47990809,CA
Jan-15,Current,36 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39818264,CA
Aug-15,Current,,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56492734,NJ
Jul-15,Current,60 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55258168,LA
,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61460276,CA
Aug-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57754422,NY
Oct-15,Current,36 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63386477,OH
Jan-15,Fully Paid,36 months,D,D3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39570400,WI
Nov-15,Current,36 months,,D5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65413693,VT
Apr-15,Current,36 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43925836,OH
Nov-15,Current,36 months,B,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62974201,OR
Oct-15,Current,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61431485,NY
Aug-15,Current,60 months,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58932624,NC
Mar-15,Current,60 months,F,F4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44045319,SC
May-15,,36 months,E,E3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48734657,WI
Apr-15,In Grace Period,36 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45374733,NJ
Aug-15,Current,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56110136,CA
Dec-15,Issued,36 months,C,C3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67968930,
Mar-15,Current,,A,A2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42383649,TX
Jan-15,Current,36 months,C,C4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38242030,MD
Oct-15,Current,60 months,G,G1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62974484,IL
Apr-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46486705,CO
Oct-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61752339,OH
Aug-15,Current,60 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58350165,NV
Sep-15,Current,60 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59383025,CA
Apr-15,Current,36 months,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44143886,GA
Aug-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57428473,PA
Jul-15,Current,36 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57165205,CA
Apr-15,Current,60 months,,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46264350,NV
May-15,Current,60 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46654500,DE
Jun-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51026109,OK
Mar-15,Current,,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41338639,LA
Apr-15,Current,60 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46773518,AZ
Sep-15,Current,60 months,D,D5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59412278,CA
Aug-15,Current,36 months,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59072614,WA
Dec-15,Current,60 months,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65854616,NY
Feb-15,Current,36 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40371748,GA
Nov-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65392120,NE
Dec-15,Issued,36 months,,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68616519,TX
,Current,36 months,C,C3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48011285,CO
Nov-15,Current,36 months,,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65261912,CA
Aug-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57674158,TN
Jul-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53684222,TX
Aug-15,Late (16-30 days),60 months,E,E2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56051453,NJ
Aug-15,Current,36 months,A,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56613062,IN
,Current,36 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41011238,CA
May-15,Late (31-120 days),36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46948415,PA
Feb-15,Current,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40593848,AZ
Jun-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52341198,NC
Dec-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65946940,PA
Aug-15,Current,36 months,E,E1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58261113,CO
Mar-15,Current,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43236112,UT
Jun-15,Current,60 months,,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51848992,CA
Jun-15,Current,60 months,F,F5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50043229,WV
Oct-15,Current,36 months,B,B1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63216392,CO
Sep-15,Current,36 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60585939,NY
Oct-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63356226,FL
Feb-15,,60 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40382671,NY
Dec-15,Issued,60 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68393654,
Apr-15,Current,36 months,,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46547378,AL
Apr-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46652980,AZ
Dec-15,Current,36 months,B,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67595795,FL
,Current,60 months,D,D5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56030810,NV
Oct-15,Current,60 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60902828,CT
Dec-15,Current,36 months,B,B5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66635976,CT
Jan-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40007811,CA
Dec-15,Current,60 months,E,E1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67455462,LA
Jun-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51025920,
Jul-15,Current,60 months,E,E2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54354461,DC
Jul-15,,60 months,F,F3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52606241,IL
Jun-15,Current,60 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49723638,CA
,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41090896,TX
Feb-15,Current,60 months,E,E4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40470280,MO
Dec-15,Current,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66514859,CA
Oct-15,Current,60 months,F,F3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60932755,NY
Oct-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60666264,
Jan-15,Current,60 months,F,F5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38485781,WA
Jan-15,Current,36 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38445586,MI
Nov-15,Current,36 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64350158,VA
Dec-15,Issued,36 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66615778,KS
Jun-15,,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50627426,MN
Nov-15,Current,36 months,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65047199,NY
Oct-15,Current,60 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62256953,ND
Nov-15,Current,36 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64019299,TX
Feb-15,Current,60 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40411440,FL
May-15,Fully Paid,36 months,D,D5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46917748,NJ
Jul-15,Current,36 months,,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55777522,OH
Mar-15,Current,36 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41920358,
Jan-15,Current,36 months,A,A3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37917304,NY
Dec-15,Current,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66614931,HI
Oct-15,,60 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61453776,NV
,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40127766,MD
May-15,Fully Paid,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49126686,MI
Nov-15,Current,60 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64967186,IN
Apr-15,Current,36 months,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43995616,GA
Dec-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65657600,NJ
Feb-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41620278,IN
Nov-15,Current,36 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63529752,NM
Apr-15,Current,60 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41299504,GA
Dec-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66106722,VT
Nov-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63997815,MI
Nov-15,Current,36 months,D,D4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66074552,FL
Sep-15,Current,36 months,,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59401732,CO
Aug-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58963729,OH
May-15,Fully Paid,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49994810,NC
Jan-15,Fully Paid,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39589608,CA
May-15,,36 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48745394,NJ
Mar-15,Current,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43590340,MI
Apr-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43906196,NH
Jan-15,Current,60 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37691298,WI
Apr-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14470171,CA
Jul-15,Current,60 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55330311,NY
Oct-15,Current,36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63429002,IN
Nov-15,Current,36 months,,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64099406,CO
Nov-15,Current,60 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64812487,MD
Mar-15,,60 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43480134,UT
Dec-15,Fully Paid,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68433369,OH
Jul-15,Current,60 months,F,F5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53594183,KS
,Issued,60 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68072703,MD
Mar-15,Current,36 months,E,E2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44142770,CA
Jun-15,Current,36 months,E,E3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52768511,IL
Oct-15,Current,36 months,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60903304,CT
May-15,Current,60 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48645095,MD
Apr-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44785953,NY
Aug-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57317296,TX
Oct-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63326524,
Jul-15,Current,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53894739,FL
Feb-15,Fully Paid,60 months,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40422290,AZ
Nov-15,Late (31-120 days),36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65762587,AZ
Aug-15,Current,60 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59180039,NJ
Apr-15,Current,60 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46275021,MD
Oct-15,Current,,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63285908,CA
Nov-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65099352,NJ
Nov-15,Current,60 months,E,E2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65272705,CA
Mar-15,Current,36 months,,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42444191,GA
Nov-15,Current,60 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65293114,KS
Mar-15,Current,60 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44075580,NY
May-15,Late (31-120 days),60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46674987,OH
Sep-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59270014,
,Current,60 months,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41149882,TX
Dec-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67948208,TX
Oct-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63425216,NC
,Fully Paid,36 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42424279,MI
Dec-15,Current,60 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66121756,KY
Aug-15,Current,36 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57196590,NV
Dec-15,Current,36 months,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65631299,SC
Apr-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43906156,FL
Mar-15,Fully Paid,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43034812,CA
Sep-15,Current,60 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60696582,CA
,Current,60 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38697967,GA
Jun-15,Current,60 months,E,E5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52139186,FL
Apr-15,Current,,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46155393,MA
Oct-15,Current,36 months,,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62619725,MO
Mar-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42424028,WI
Oct-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62367350,TX
Sep-15,Current,36 months,C,C2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59461877,CA
Sep-15,Current,36 months,F,F3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59571275,FL
Jul-15,Current,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54513334,CA
Dec-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65827219,VA
Aug-15,Current,36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57753633,WI
May-15,Current,60 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46715163,OH
Mar-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42384574,VA
Dec-15,Current,36 months,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66613420,SC
Oct-15,Current,,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61543294,NY
May-15,Current,36 months,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46633621,TX
,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50587532,MO
Mar-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41920129,CA
Sep-15,Current,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58683343,OK
Jan-15,Fully Paid,36 months,C,C3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38439103,MD
Oct-15,Current,,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62609368,WA
Oct-15,Current,36 months,C,C1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62245851,MS
Nov-15,Current,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65643058,AZ
Jul-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53202176,NY
Jan-15,Current,60 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38638436,KS
Jul-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53784341,AL
Jul-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54494167,AL
Jun-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51987005,NY
Sep-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60196152,MN
May-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49117017,NY
Aug-15,Current,36 months,D,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57692726,WV
Jul-15,Current,36 months,D,D3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53464874,IL
Apr-15,Current,36 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44703464,NV
Mar-15,Current,,F,F2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43460090,KY
,Current,60 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40876839,NV
Mar-15,Current,60 months,E,E5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40961645,CA
Sep-15,Current,60 months,,E2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59131204,FL
Sep-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60495774,CA
Nov-15,,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64099492,CA
May-15,Current,36 months,B,B4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46685720,CA
Jun-15,Current,36 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51968030,MO
Feb-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40982993,PA
Mar-15,Current,36 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42283142,CA
Sep-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59311948,
Aug-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56090110,SC
Aug-15,Current,36 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56200213,MI
Nov-15,Current,60 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63450631,AL
Oct-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62409249,
,Fully Paid,36 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50315902,CA
Sep-15,Current,60 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60566823,MA
Jan-15,Current,36 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39541824,TX
Jan-15,Current,36 months,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38882248,TX
Jul-15,Current,,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54588241,TX
Jul-15,Current,,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53914604,NJ
Mar-15,Current,36 months,C,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43976235,MS
Jun-15,Current,36 months,C,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51265677,MN
Sep-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59101553,CT
Jul-15,Current,60 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53795223,MO
Jul-15,Fully Paid,60 months,E,E3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55072986,IN
May-15,Current,60 months,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48655375,NY
May-15,Current,36 months,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44078494,IN
Jun-15,Current,60 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51908424,MI
Aug-15,,60 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57335446,CA
Oct-15,Current,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62257468,CA
May-15,Current,36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50073852,FL
May-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47098482,CT
Oct-15,Current,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63474813,MO
Jan-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38537676,WI
Oct-15,Current,36 months,B,B3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62295904,TX
Oct-15,Current,60 months,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61328430,
Feb-15,,36 months,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40571591,PA
Dec-15,Current,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66624941,FL
Sep-15,Current,36 months,,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59441898,AZ
Sep-15,Current,60 months,,E1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60812128,OH
Oct-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62216245,TX
Jul-15,Current,36 months,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50646478,
Aug-15,Current,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57317211,NY
Sep-15,Current,60 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60677033,NC
Apr-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46694050,MD
Jun-15,Late (31-120 days),36 months,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51917599,PA
Dec-15,,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67445462,MA
Jul-15,Current,60 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54514907,
Aug-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58111354,NV
Jul-15,,60 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53804813,FL
,Current,36 months,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65294729,WA
Nov-15,Current,36 months,,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64160644,AZ
Jul-15,Current,36 months,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54578136,GA
Mar-15,Current,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43995656,MO
Oct-15,Current,36 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60893945,NY
Dec-15,Current,36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66006021,FL
